Title,Year,Source,DOI,Keyword,Any location CWTS core
Science in Trouble,2003,Quadrant,,Subconscious|Reputation|Maturity (psychological)|Quality (philosophy)|World War II|History|Psychology|Sociology|Social science|Political science|Epistemology|Law|Philosophy|Archaeology,not any location CWTS core
Advantages and Requirements of Growing Theoretical and Computation Research and Dissemination of Results in Open Access Journals,2016,Journal of Theoretical and Computational Science,https://doi.org/10.4172/2376-130x.1000e103,Open science|Computer science|Computation|Open research|Data science|Dissemination|World Wide Web|Telecommunications|Mathematics|Algorithm|Statistics,not any location CWTS core
Producers and Consumers of Peer Review〞A Possible Publisher Metric,2016,Editorial Office News,https://doi.org/10.18243/eon/2016.9.9.3,Metric (unit)|Peer review|Computer science|Data science|Sociology|Psychology|Business|Marketing|Political science|Law,not any location CWTS core
Editor's perspective 每 October 2016,2016,International Journal of Surgery,https://doi.org/10.1016/j.ijsu.2016.09.093,Medicine|Perspective (graphical)|General surgery|Artificial intelligence,True|False
"Post-graduate theses in geology, Canadian universities; 1970-1978 inclusive",1979,Bulletin of Canadian Petroleum Geology,https://doi.org/10.35767/gscpgbull.27.4.467,Geology|Library science|Mathematics education|Psychology,any location CWTS core
Chips and Bits from Society Bulletins,1966,Rocks & Minerals,https://doi.org/10.1080/00357529.1966.11767372,Geology|Computer science|Geochemistry,not any location CWTS core
The Publication Time-Lag of Research Papers in Scholarly Journal of WEBOLOGY: A Study,2016,Pearl A Journal of Library and Information Science,https://doi.org/10.5958/0975-6922.2016.00037.1,Time lag|Lag|Library science|Bibliometrics|History|Computer science,not any location CWTS core
Value or Volume?,2016,Research World,https://doi.org/10.1002/rwm3.20417,Value (mathematics)|Volume (thermodynamics)|Business|Natural resource economics|Economic geography|Economics|Statistics|Mathematics,not any location CWTS core
Funding Universal Open Access via Academic Efficiency Gains from Government Funder Sponsored Open Access Journals,2016,Ariadne,,Government (linguistics)|Open government|Business|Universal design|Political science|Public administration|Public relations|Computer science|World Wide Web|Open data,not any location CWTS core
Throwing the book at bad ideas,2015,Physics World,https://doi.org/10.1088/2058-7058/28/12/33,Throwing|Simple (philosophy)|Ball (mathematics)|Epistemology|History|Philosophy|Engineering|Mathematics|Aeronautics,any location CWTS core
Laureates on the move,2015,Physics World,https://doi.org/10.1088/2058-7058/28/12/27,Nobel laureate|Infographic|Art history|Art|Computer science|Literature|Poetry,any location CWTS core
ECONOMIC QUESTIONS ON APPLIED SCIENTIFIC RESEARCH,1957,Periodica Polytechnica Mechanical Engineering,,Management science|Engineering ethics|Architectural engineering|Engineering,any location CWTS core
The business information services: old-line online moves to the Web,1997,Computers in Libraries archive,,World Wide Web|Lexis|Dialog box|Web 2.0|Computer science|Humanities|Library science|Web service|Political science|Art|Linguistics|Philosophy,not any location CWTS core
Circumstantial impass in our Scientific Publishing,2016,Revista Brasileira de Sa迆de Materno Infantil,https://doi.org/10.1590/1806-93042016000300001,Circumstantial evidence|Publishing|Scientific publishing|Computer science|History|Art|Literature|Archaeology,False|False
UK to support open access,2012,Physics World,https://doi.org/10.1088/2058-7058/25/08/13,Finch|Publishing|Government (linguistics)|Political science|Open access publishing|Media studies|Library science|Sociology|World Wide Web|Public relations|Computer science|Law|Philosophy|Biology,any location CWTS core
The use of British scientific journals,1969,Physics Bulletin,https://doi.org/10.1088/0031-9112/20/4/011,Citation|Publication|Reading (process)|Library science|Period (music)|Index (typography)|Scientific literature|Science Citation Index|History|Computer science|World Wide Web|Political science|Law|Art,not any location CWTS core
A PROPOSAL FOR THE ESTABLISHMENT OF THE CENTER OF DOCUMENT RESOURCES ON OVERSEA CHINESE STUDIES IN COLLEGES AND UNIVERSITIES,2004,湮悝芞抎奩悝惆,,Center (category theory)|Political science|Business|Public administration|Public relations|Library science|Engineering management|Engineering|Computer science,not any location CWTS core
The Fulmer Research Institute,1970,Physics Bulletin,https://doi.org/10.1088/0031-9112/21/4/021,Library science|Computer science,not any location CWTS core
"Hey scientists, how much of your publication success is due to dumb luck?",2016,Science,https://doi.org/10.1126/science.aal0338,Luck|Political science|Philosophy|Epistemology,any location CWTS core
R&D Funding: Who spends what 每 and where?,1998,Physics World,https://doi.org/10.1088/2058-7058/11/8/8,Business|Physics|Computer science,any location CWTS core
Your most impactful publication can come at any time,2016,Physics Today,https://doi.org/10.1063/pt.5.7319,Computer science,any location CWTS core
Scientific impact--that is the Q,2016,Science,https://doi.org/10.1126/science.354.6312.593-j,Computational biology|Biology,any location CWTS core
The paper trail: is the past the future?,2016,American Journal of Obstetrics and Gynecology,https://doi.org/10.1016/j.ajog.2016.10.032,Medicine|Fetal heart rate|Tracing|Scrolling|Heart rate|Cardiology|Internal medicine|Artificial intelligence|Computer science,True|False
"Author's reply: Cited heavily, taken lightly, matters hardly: What constitutes ※Best science?§",2016,Neurology India,https://doi.org/10.4103/0028-3886.193757,Medicine|Epistemology|Philosophy,True|False
How to Write a Grant Proposal: An Introduction to Grants and Programs at the Wenner-Gren Foundation and the National Science Foundation,2015,2015 Annual Meeting,,Foundation (evidence)|Political science|Public administration|Library science|Law|Computer science,not any location CWTS core
Clustering of the External WEB Environment of Universities Using a Modified LSH Algorithm,2015,St Petersburg State Polytechnical University Journal Computer Science Telecommunications and Control Systems,https://doi.org/10.5862/jcstcs.229.8,Cluster analysis|Computer science|Web application|Algorithm|Data mining|World Wide Web|Artificial intelligence,not any location CWTS core
What's in a WORD?,1989,Physics World,https://doi.org/10.1088/2058-7058/2/12/33,Word (group theory)|History|Linguistics|Computer science|Philosophy,any location CWTS core
Consulting the Institute,1978,Physics Bulletin,https://doi.org/10.1088/0031-9112/29/6/003,Constitution|Representation (politics)|Political science|Law|Management|Politics|Economics,not any location CWTS core
Under Recognized Aspects of the Predatory Journals,2015,Eurasian Journal of Emergency Medicine,https://doi.org/10.5152/eajem.2015.39259,Medicine,False|False
Publication changes not all for the better,2013,Physics World,https://doi.org/10.1088/2058-7058/26/07/29,Computer science|Political science,any location CWTS core
Open impact metrics need #openaccess. Please sign.,2012,Our Research blog,,Sign (mathematics)|Computer science|Business|Mathematics,not any location CWTS core
The demise of black-ink-on-white-paper publishing?,2016,Journal of Cereal Science,https://doi.org/10.1016/j.jcs.2016.11.007,Deamidation|Chemistry|Hydrogen bond|Gluten|Gliadin|Polymer|Chromatography|Molecule|Organic chemistry|Biochemistry,any location CWTS core
The Impact of Impact Factor,2010,Journal of Liaquat University of Medical & Health Sciences,,Citation|Impact factor|Medicine|Search engine indexing|Quality (philosophy)|Value (mathematics)|Subjectivity|Information retrieval|Data science|Library science|Computer science|Epistemology|Law|Political science,not any location CWTS core
The PhD thesis in physics,1971,Physics Bulletin,https://doi.org/10.1088/0031-9112/22/9/014,Statement (logic)|Simple (philosophy)|Value (mathematics)|Physics|Theoretical physics|Epistemology|Computer science|Philosophy,not any location CWTS core
Science For All,2016,Exchanges The Interdisciplinary Research Journal,https://doi.org/10.31273/eirj.v4i1.153,Humanity|Scientific discovery|Engineering ethics|Publishing|Science communication|Open science|Scientific communication|Sociology|Computer science|Data science|Political science|Science education|Library science|Psychology|Engineering|Cognitive science|Physics|Pedagogy,not any location CWTS core
"Trend analysis on repeats, a way through??.",2013,Journal of Bioequivalence & Bioavailability,,Computational biology|Computer science|Data science|Bioinformatics|Biology,any location CWTS core
Publication Rates in the Nirsa Journal: An Institutional Ranking,1997,Recreational Sports Journal,https://doi.org/10.1177/155886619702200109,Ranking (information retrieval)|Journal ranking|Statistics|Information retrieval|Political science|Mathematics|Library science|Computer science|Citation,any location CWTS core
A tangible benefit of membership,1986,Physics Bulletin,https://doi.org/10.1088/0031-9112/37/11/001,Scheme (mathematics)|Operations research|Computer science|Business|Finance|Engineering|Mathematics,not any location CWTS core
AUTHORSHIP OF SCIENTIFIC PAPERS,2014,Annals of King Edward Medical University,https://doi.org/10.21649/akemu.v20i1.540,Work (physics)|Institution|Order (exchange)|Corporation|Quality (philosophy)|Public relations|Law|Engineering ethics|Political science|Epistemology|Business|Engineering,not any location CWTS core
Understanding Informetrics and Scholarly Communications in a Nutshell,2016,Journal of Scientometric Research,https://doi.org/10.5530/jscires.5.2.9,Informetrics|Tribute|Citation|Honor|Bibliometrics|Citation analysis|Library science|Sociology|Scholarship|Colophon|Computer science|History|Art history|Political science|Law,any location CWTS core
Japan: Building bridges in ※science city§,1995,Physics World,https://doi.org/10.1088/2058-7058/8/1/9,Architectural engineering|Political science|Engineering,any location CWTS core
Bridging the Science/Policy Gap through Boundary Chain Partnerships and Communities of Practice,2014,2014 AGU Fall Meeting,,Bridging (networking)|Chain (unit)|Boundary object|Public relations|Business|Political science|Computer science|Sociology|Social science|Physics|Negotiation|Computer security,any location CWTS core
